#sample	 RC_RC_1
#d(mm)	 17.0
#D(mm)	 321.0
#freq_start	 40
#freq_stop	 110000000
#sweep	 LOG
#num_points	 400
#bandwidth	 2
#voltage	 0.5
#point_average	 ON
#measurements_per_point	 2 
#notes	 RkOhms_C47nF_R4.7kOhms_C10uF
#time_of_analysis	 33.5469999313
#Freq(Hz)	 Z(ohms)	 Phase(degrees)	 er_Re	 er_Im
4.6731e+06	3.4093e+04	-8.9903e+01	2.3700e-02	4.0271e-05
4.8500e+06	3.2864e+04	-8.9918e+01	2.3690e-02	3.4075e-05
5.0336e+06	3.1651e+04	-8.9902e+01	2.3700e-02	4.0695e-05
5.2242e+06	3.0503e+04	-8.9913e+01	2.3695e-02	3.5821e-05
5.4220e+06	2.9394e+04	-8.9914e+01	2.3692e-02	3.5750e-05
5.6273e+06	2.8318e+04	-8.9896e+01	2.3695e-02	4.3074e-05
5.8403e+06	2.7297e+04	-8.9903e+01	2.3685e-02	4.0215e-05
6.0614e+06	2.6295e+04	-8.9909e+01	2.3690e-02	3.7609e-05
6.2909e+06	2.5341e+04	-8.9923e+01	2.3686e-02	3.1716e-05
6.5291e+06	2.4415e+04	-8.9915e+01	2.3687e-02	3.5204e-05
6.7763e+06	2.3537e+04	-8.9912e+01	2.3675e-02	3.6471e-05
7.0328e+06	2.2672e+04	-8.9911e+01	2.3681e-02	3.6654e-05
7.2991e+06	2.1847e+04	-8.9907e+01	2.3679e-02	3.8609e-05
7.5754e+06	2.1057e+04	-8.9924e+01	2.3671e-02	3.1532e-05
7.8622e+06	2.0286e+04	-8.9921e+01	2.3674e-02	3.2495e-05
8.1599e+06	1.9547e+04	-8.9930e+01	2.3673e-02	2.8957e-05
8.4688e+06	1.8835e+04	-8.9934e+01	2.3671e-02	2.7287e-05
8.7895e+06	1.8155e+04	-8.9925e+01	2.3663e-02	3.0942e-05
9.1222e+06	1.7490e+04	-8.9924e+01	2.3666e-02	3.1293e-05
9.4676e+06	1.6857e+04	-8.9933e+01	2.3659e-02	2.7538e-05
9.8260e+06	1.6245e+04	-8.9927e+01	2.3656e-02	3.0107e-05
1.0198e+07	1.5652e+04	-8.9931e+01	2.3656e-02	2.8560e-05
1.0584e+07	1.5085e+04	-8.9924e+01	2.3650e-02	3.1303e-05
1.0985e+07	1.4536e+04	-8.9935e+01	2.3647e-02	2.6947e-05
1.1401e+07	1.4004e+04	-8.9938e+01	2.3650e-02	2.5587e-05
1.1832e+07	1.3496e+04	-8.9945e+01	2.3645e-02	2.2512e-05
1.2280e+07	1.3006e+04	-8.9939e+01	2.3641e-02	2.5051e-05
1.2745e+07	1.2535e+04	-8.9938e+01	2.3634e-02	2.5532e-05
1.3228e+07	1.2081e+04	-8.9947e+01	2.3629e-02	2.1937e-05
1.3729e+07	1.1642e+04	-8.9951e+01	2.3624e-02	2.0410e-05
1.4248e+07	1.1220e+04	-8.9946e+01	2.3618e-02	2.2461e-05
1.4788e+07	1.0814e+04	-8.9938e+01	2.3613e-02	2.5588e-05
1.5348e+07	1.0406e+04	-9.0023e+01	2.3643e-02	-9.3756e-06
1.5929e+07	1.0029e+04	-9.0020e+01	2.3636e-02	-8.2398e-06
1.6532e+07	9.6640e+03	-9.0013e+01	2.3634e-02	-5.3501e-06
1.7158e+07	9.3124e+03	-9.0027e+01	2.3632e-02	-1.1190e-05
1.7807e+07	8.9733e+03	-9.0038e+01	2.3630e-02	-1.5720e-05
1.8481e+07	8.6488e+03	-9.0044e+01	2.3623e-02	-1.8033e-05
1.9181e+07	8.3347e+03	-9.0045e+01	2.3619e-02	-1.8597e-05
1.9907e+07	8.0315e+03	-9.0064e+01	2.3616e-02	-2.6400e-05
2.0661e+07	7.7389e+03	-9.0078e+01	2.3615e-02	-3.2131e-05
2.1443e+07	7.4562e+03	-9.0133e+01	2.3616e-02	-5.4837e-05
2.2255e+07	7.1824e+03	-9.0107e+01	2.3622e-02	-4.3923e-05
2.3098e+07	6.9250e+03	-9.0154e+01	2.3606e-02	-6.3648e-05
2.3972e+07	6.6694e+03	-9.0168e+01	2.3617e-02	-6.9333e-05
2.4880e+07	6.4317e+03	-9.0134e+01	2.3596e-02	-5.5272e-05
2.5822e+07	6.1954e+03	-9.0172e+01	2.3603e-02	-7.1002e-05
2.6799e+07	5.9740e+03	-9.0206e+01	2.3585e-02	-8.4627e-05
2.7814e+07	5.7555e+03	-9.0189e+01	2.3587e-02	-7.7921e-05
2.8867e+07	5.5466e+03	-9.0243e+01	2.3582e-02	-9.9827e-05
2.9960e+07	5.3493e+03	-9.0228e+01	2.3560e-02	-9.3664e-05
3.1094e+07	5.1551e+03	-9.0250e+01	2.3556e-02	-1.0278e-04
3.2271e+07	4.9672e+03	-9.0252e+01	2.3555e-02	-1.0343e-04
3.3493e+07	4.7873e+03	-9.0290e+01	2.3549e-02	-1.1930e-04
3.4761e+07	4.6154e+03	-9.0319e+01	2.3535e-02	-1.3120e-04
3.6077e+07	4.4471e+03	-9.0314e+01	2.3535e-02	-1.2917e-04
3.7443e+07	4.2862e+03	-9.0356e+01	2.3527e-02	-1.4599e-04
3.8861e+07	4.1298e+03	-9.0356e+01	2.3527e-02	-1.4603e-04
4.0332e+07	3.9790e+03	-9.0394e+01	2.3528e-02	-1.6182e-04
4.1859e+07	3.8360e+03	-9.0418e+01	2.3515e-02	-1.7139e-04
4.3444e+07	3.6986e+03	-9.0450e+01	2.3498e-02	-1.8472e-04
4.5088e+07	3.5641e+03	-9.0495e+01	2.3496e-02	-2.0281e-04
4.6795e+07	3.4350e+03	-9.0525e+01	2.3490e-02	-2.1514e-04
4.8567e+07	3.3119e+03	-9.0558e+01	2.3474e-02	-2.2877e-04
5.0406e+07	3.1911e+03	-9.0558e+01	2.3473e-02	-2.2865e-04
5.2314e+07	3.0765e+03	-9.0618e+01	2.3459e-02	-2.5290e-04
5.4295e+07	2.9659e+03	-9.0665e+01	2.3446e-02	-2.7214e-04
5.6350e+07	2.8593e+03	-9.0700e+01	2.3433e-02	-2.8618e-04
5.8484e+07	2.7553e+03	-9.0731e+01	2.3430e-02	-2.9875e-04
6.0698e+07	2.6563e+03	-9.0766e+01	2.3417e-02	-3.1301e-04
6.2996e+07	2.5598e+03	-9.0808e+01	2.3413e-02	-3.3019e-04
6.5381e+07	2.4675e+03	-9.0857e+01	2.3402e-02	-3.5019e-04
6.7856e+07	2.3778e+03	-9.0915e+01	2.3399e-02	-3.7371e-04
7.0425e+07	2.2921e+03	-9.0947e+01	2.3388e-02	-3.8667e-04
7.3092e+07	2.2089e+03	-9.0979e+01	2.3384e-02	-3.9967e-04
7.5859e+07	2.1295e+03	-9.1034e+01	2.3371e-02	-4.2189e-04
7.8731e+07	2.0527e+03	-9.1077e+01	2.3360e-02	-4.3908e-04
8.1712e+07	1.9782e+03	-9.1117e+01	2.3356e-02	-4.5538e-04
8.4805e+07	1.9071e+03	-9.1154e+01	2.3343e-02	-4.7001e-04
8.8016e+07	1.8381e+03	-9.1188e+01	2.3335e-02	-4.8385e-04
9.1348e+07	1.7720e+03	-9.1219e+01	2.3322e-02	-4.9642e-04
9.4806e+07	1.7085e+03	-9.1231e+01	2.3306e-02	-5.0070e-04
9.8396e+07	1.6473e+03	-9.1259e+01	2.3289e-02	-5.1190e-04
1.0212e+08	1.5883e+03	-9.1275e+01	2.3274e-02	-5.1787e-04
1.0599e+08	1.5318e+03	-9.1279e+01	2.3252e-02	-5.1930e-04
1.1000e+08	1.4775e+03	-9.1275e+01	2.3227e-02	-5.1679e-04
